NaviAddr	StreetAddr
600725	Chr.Richardts Vej 6
600726	Chr.Winthers Vej 6
600727	Chr.Wærums Gade 6
600728	Christian X's Vej 6
600729	Christen Købkes Gade 6
600730	Christiansgade 6
600731	Christiansminde 6
600732	Clausholms Alle 6
600733	Clemensvej 6
600734	Dagland 6
600735	Dalbovej 6
600736	Dalgas Avenue 6
600737	Dalhøjvænget 6
600738	Dalmosevej 6
600739	Dalsagervej 6
600740	Dalsvinget 6
600741	Dalumvej 6
600742	Dalvangen 6
600743	Dalvej 6
600744	Damagervej 6
600745	Damgårdsvej 6
600746	Damgårdstoften 6
600747	Damkærvej 6
600748	Dammen 6
600749	Damtoften 6
600750	Damvænget 6
600751	Dannebrogsgade 6
600752	Dannevang 6
600753	Dansgade 6
600754	De Mezas Vej 6
600755	Decembervej 6
600756	Degnebakken 6
600757	Delfivej 6
600758	Digesvalevej 6
600759	Digevej 6
600760	Digevænget 6
600761	Doktorbakken 6
600762	Donsvej 6
600763	Dr.Holsts Vej 6
600764	Dronning Margrethes Vej 6
600765	Drejøvænget 6
600766	Drosselvænget 6
600767	Dråbyvej 6
600768	Due Odde 6
600769	Duevej 6
600770	Dusager 6
600771	Dybbølvej 6
600772	Dybkjær, Haveforening 6
600773	Dybkjærvej 6
600774	Dybrovej 6
600775	Dyrehavevej 6
600776	Dysagervej 6
600777	Dyssehøjvej 6
600778	Dådyrvej 6
600779	Edderfuglevej 6
600780	Edelhoffvej 6
600781	Edisonsvej 6
600782	Edithsvej 6
600783	Edouard Suensons Gade 6
600784	Edwin Rahrs Vej 6B
600785	Egebjergvej 6
600786	Egegade 6
600787	Egehaven 6
600788	Egelundsvej 6
600789	Egensvej 6
600790	Egernvej 6
600791	Egeskellet 6
600792	Egevangen 6
600793	Egevej 6
600794	Egevænget 6
600795	Eghovedvej 6
600796	Eghøjvej 6
600797	Egsagervej 6
600798	Egå Havvej 6
600799	Egå Kirkesti 6
600800	Egå Mosevej 6
600801	Egå Engvej 6
600802	Egå Møllevej 6
600803	Egå Møllevej 6B
600804	Egå Strandvej 6
600805	Ejbyvej 6
600806	Ekkodalen 6
600807	Elbækvej 6
600808	Eldalen 6
600809	Elev Tværvej 6
600810	Elevvej 6
600811	Elhøjvej 6
600812	Elishøj 6
600813	Ellebrinken 6
600814	Ellebæk Parkvej 6
600815	Ellebækvej 6
600816	Ellehammervej 6
600817	Ellemosevænget 6
600818	Ellensvej 6
600819	Elleparken 6
600820	Elleskovvej 6
600821	Ellestien 6
600822	Ellevej 6
600823	Elme Alle 6
600824	Elmehøjvej 6
600825	Elmehaven 6
600826	Elmely 6
600827	Elmevej 6
600828	Elmsager 6
600829	Elsted Kirkevej 6
600830	Elsdyrvej 6
600831	Elsted Byvej 6
600832	Elsted Kirkeplads 6
600833	Elsted Skolevej 6
600834	Elstedhøj 6
600835	Elstedvej 6
600836	Elstedvænge 6
600837	Elvej 6
600838	Elverdalsvej 6
600839	Elyriavej 6
600840	Emil Aarestrups Vej 6
600841	Emiliedalen 6
600842	Emiliehøj 6
600843	Emmasvej 6
600844	Enebakken 6
600845	Enebærvej 6A
600846	Enebærvej 6B
600847	Enemærket 6
600848	Engblommevej 6
600849	Engdalgårdsvej 6
600850	Engdalsvej 6
600851	Engdraget 6
600852	Engelstoft 6
600853	Engelundsvej 6
600854	Enggården 6
600855	Enggårdsvej 6
600856	Enghaven 6
600857	Enghaven, Haveforening 6
600858	Enghavevej 6
600859	Engholms Alle 6
600860	Engholt 6
600861	Engleddet 6
600862	Englodden 6
600863	Engmarken 6
600864	Engmarken 6A
600865	Engmarksvej 6
600866	Engparken 6
600867	Engskovbakken 6
600868	Engskovvej 6
600869	Engskovgård 6
600870	Engsvinget 6
600871	Engskovtoften 6
600872	Engskovvænget 6A
600873	Engskovvænget 6B
600874	Engtoften 6
600875	Engtoften 6A
600876	Engtoften 6B
600877	Engtoften 6C
600878	Engtoften 6D
600879	Engtoftevej 6
600880	Engtoftevej 6B
600881	Engtoftevej 6A
600882	Engtoftevej 6C
600883	Engtoftevej 6D
600884	Engvangen 6
600885	Engvej 6
600886	Enkegårdslunden 6
600887	Enkegårdslunden 6C
600888	Enøvænget 6
600889	Erantisvej 6
600890	Erbækvej 6
600891	Ericavej 6
600892	Erik Bøghs Vej 6A
600893	Erik Bøghs Vej 6B
600894	Erik Bøghs Vej 6C
600895	Erik Bøghs Vej 6D
600896	Erik Bøghs Vej 6E
600897	Erik Bøghs Vej 6F
600898	Erik Bøghs Vej 6G
600899	Erik Bøghs Vej 6H
600900	Erik Bøghs Vej 6K
600901	Erik Bøghs Vej 6L
600902	Erik Bøghs Vej 6M
600903	Erik Bøghs Vej 6N
600904	Erik Bøghs Vej 6P
600905	Erik Bøghs Vej 6R
600906	Ertebjerg 6A
600907	Ertebjerg 6B
600908	Esbyvej 6
600909	Eskegårdsvej 6
600910	Eskelundvej 6
600911	Espedalen 6
600912	Espegårdsvej 6
600913	Espenhøjvej 6
600914	Espevej 6
600915	Ester Aggebos Gade 6
600916	Eugen Warmings Vej 6
600917	Europaplads 6
600918	Ewaldsgade 6
600919	Ewaldsgade 6B
600920	F.G.E.Rostrups Vej 6
600921	F.Vestergaards Gade 6
600922	Fabrikvej 6
600923	Falkevej 6
600924	Falkevænget 6
600925	Falstersgade 6
600926	Farsundsvej 6
600927	Farøvænget 6
600928	Fasanvej 6
600929	Fasanvænget 6
600930	Fastrupvej 6
600931	Februarvej 6
600932	Fejøvænget 6
600933	Femmøllervej 6
600934	Fenrisvej 6
600935	Filippavej 6
600936	Filsøvej 6
600937	Findalsvej 6
600938	Finlandsgade 6
600939	Finnedalsvej 6
600940	Firkløvervej 6
600941	Fiskerivej 6
600942	Fjordvej 6
600943	Fjældevænget 6
600944	Flakvej 6
600945	Flintebakken 6
600946	Florasvej 6
600947	Fløjstrupvej 6
600948	Fornæsvej 6
600949	Forsythiavej 6
600950	Fortebakken 6
600951	Forteledet 6
600952	Forten 6
600953	Framlev Korsvej 6
600954	Framlevvej 6
600955	Fredens Torv 6
600956	Fredensborgparken 6
600957	Fredensgårdsvej 6
600958	Fredensvang Runddel 6
600959	Fredensvej 6
600960	Frederiks Alle 6A
600961	Frederiks Plads 6
600962	Frederiksbjerg Torv 6
600963	Frejasvej 6
600964	Fresiavej 6
600965	Frisenholt 6
600966	Fritiden, Haveforening 6
600967	Fritz Sybergs Vej 6
600968	Frodesgade 6
600969	Frodesvej 6
600970	Fruensbakke 6
600971	Fruenshøj 6
600972	Frydenlund, Haveforening 6
600973	Frøkjærvænget 6
600974	Frøkærparken 6
600975	Fuglsangvej 6
600976	Fuglsøvej 6
600977	Fulden Byvej 6
600978	Funch Thomsens Gade 6
600979	Fynsgade 6
600980	Fyrkatvej 6
600981	Fyrrebakken 6
600982	Fyrremarksvej 6
600983	Fyrremejsevej 6
600984	Fyrrevej 6
600985	Fyrrevænget 6
600986	Fyrvej 6
600987	Føniksvej 6
600988	Fåborggade 6
600989	Fårupvej 6
600990	G.C.Amdrups Vej 6
600991	Gammel Bedervej 6
600992	Gammel Bedervej 6A
600993	Gammel Holmevej 6
600994	Gammel Kirkevej 6
600995	Gammel Kaløvej 6
600996	Gammel Kongevej 6
600997	Gammel Landevej 6
600998	Gammel Silkeborgvej 6
600999	Gammel Munkegade 6
601003	Gammel Munkegade 6B
601004	Gammel Munkegade 6C
601005	Gammel Munkegade 6D
601006	Gammel Munkegade 6E
601007	Gammel Østergårdsvej 6
601008	Gammel Strandvangsvej 6
601009	Gammelsø Vænge 6
601010	Gammelvej 6
601011	Gartnerhaven 6G
601012	Gartnerhaven 6D
601013	Gartnerhaven 6C
601014	Gartnerhaven 6B
601015	Gartnerhaven 6A
601016	Gartnerhaven 6F
601017	Gartnerhaven 6E
601018	Gartnerivej 6
601019	Gartnerparken 6
601020	Gartnervænget 6
601021	Gavnøvænget 6
601022	Gebauersgade 6
601023	Geding Byvej 6
601024	Geding Søvej 6
601025	Gedingvej 6
601026	Gefionsvej 6
601027	Gefionsvej 6A
601028	Gemmavej 6
601029	Gemmavej 6A
601030	Gentoftevej 6
601031	Georgsmindevej 6
601032	Gerlachsgade 6
601033	Gernersvej 6
601034	Gertrud Rasks Vej 6
601035	Geysergade 6
601036	Glamhøjvej 6
601037	Glænøvænget 6
601038	Godfred Hansens Vej 6
601039	Godthåbsgade 6
601040	Gormsgade 6
601041	Graham Bells Vej 6
601042	Granbakken 6
601043	Grankoglevej 6
601044	Grankrogen 6
601045	Gransangervej 6
601046	Granstien 6
601047	Granvej 6
601048	Graven 6
601049	Grete Løchtes Gade 6
601050	Grethesvej 6
601051	Grimhøjvej 6
601052	Grimsbrovej 6
601053	Grumstolsvej 6
601054	Grydhøjvej 6
601055	Grænsen, Haveforening 6
601056	Græsvangen 6
601057	Grønhøjvej 6
601058	Grønkærvej 6
601059	Grønnegade 6
601060	Grønningen 6
601061	Grøntoften 6
601062	Grønvangen 6
601063	Gråstengade 6
601064	Gudhjemsvej 6
601065	Gudrunsvej 6
601066	Guldbjergvej 6
601067	Guldregnvej 6
601068	Guldsmedgade 6
601069	Gunnar Clausens Vej 6
601070	Gurresøvej 6
601071	Gustav Holms Vej 6
601072	Gyden 6
601073	Gyldenkronesvej 6
601074	Gyldenløvesgade 6
601075	Gyvelbakken 6
601076	Gyvelvej 6
601077	Gåseagervej 6
601078	H.C.Andersens Vej 6
601079	H.C.Lumbyes Vej 6
601080	H.C.Ørsteds Vej 6
601081	H.C.Ørsteds Vej 6A
601082	Harald Giersings Allé 6
601083	Hans Hartvig Seedorffs Stræde 6
601084	H.N.Clausens Gade 6
601085	H.P.Jensens Vej 6
601086	Hendrik Pontoppidans Gade 6
601087	H.V.Kaalunds Vej 6
601088	Haderslevgade 6
601089	Haldshavevej 6
601090	Haldsøvej 6
601091	Halmstadgade 6
601092	Halmøvænget 6
601093	Hammer Odde 6
601094	Hammervænget 6
601095	Hamphøjvej 6
601096	Hannesvej 6
601097	Hans Broges Gade 6
601098	Hans Broges Vej 6
601099	Hans Egedes Vej 6
601100	Hans Olsens Vej 6
601101	Hans Schourups Gade 6
601102	Hans Tausens Vej 6
601103	Hanstedvej 6
601104	Hanstholmvej 6
601105	Harald Kiddes Vej 6
601106	Haraldsmarkvej 6
601107	Harlev Kirkevej 6
601108	Harlev Møllevej 6
601109	Haslegårdsvænget 6
601110	Haslehøjvej 6
601111	Haslevangsvej 6A
601112	Haslevangsvej 6B
601113	Haslevangsvej 6C
601114	Haslevangsvej 6D
601115	Haslevangsvej 6E
601116	Haslevangsvej 6F
601117	Haslevangsvej 6G
601118	Haslevej 6
601119	Hasselager Centervej 6
601120	Hasselager Stationsvej 6
601121	Hasselbakken 6
601122	Hasselhaven 6
601123	Hasselhøj 6
601124	Hasseltoften 6
601125	Hasselengen 6
601126	Hasselvangen 6
601127	Hasselvej 6
601128	Hasselvænget 6
601129	Hastruptoften 6
601130	Hattemagertoften 6
601131	Havagervej 6
601132	Havbankevej 6
601133	Haveforening Af 1934 6
601134	Havgårds Tværvej 6
601135	Havkærparken 6
601136	Havkærtoften 6
601137	Havkærvænget 6A
601138	Havkærvænget 6B
601139	Havlitvej 6
601140	Havnegade 6
601141	Havnegade 6A
601142	Havrebakken 6
601143	Havremarken 6
601144	Havremarksvej 6
601145	Havrevænget 6
601146	Havtidselvej 6
601147	Havtornvej 6
601148	Havvænget 6
601149	Hedemannsgade 6
601150	Hedeskovvej 6
601151	Heibergsgade 6
601152	Heidesvej 6
601153	Heimdalsvej 6
601154	Hejrebakken 6
601155	Hejredalsvej 6A
601156	Hejredalsvej 6B
601157	Hejredalsvej 6C
601158	Hejredalsvej 6D
601159	Hejredalsvej 6E
601160	Hejredalsvej 6F
601161	Hejredalsvej 6G
601162	Hejredalsvej 6H
601163	Hejrevej 6
601164	Heklagade 6A
601165	Heklagade 6B
601166	Helbovej 6
601167	Helenelyst 6
601168	Helgenæsgade 6
601169	Helgenæsgade 6A
601170	Helgesgade 6
601171	Helgesvej 6
601172	Hellasvej 6
601173	Hellerupvej 6
601174	Helsingforsgade 6A
601175	Helsingforsgade 6B
601176	Henrik Hertz Vej 6
601177	Herambsgade 6
601178	Herluf Trolles Gade 6
601179	Herlufholms Alle 6
601180	Hermodsvej 6
601181	Hesselballevej 6
601182	Hesselgyden 6
601183	Hesselvej 6
601184	Hestehavevej 6
601185	Hindbærhaven 6
601186	Hindøvænget 6
601187	Hirsevangen 6
601188	Hirtshalsvej 6
601189	Hjejlevej 6
601190	Hjelmagervej 6
601191	Hjelmagervej 6A
601192	Hjelmagervej 6B
601193	Hjelmagervej 6C
601194	Hjelmagervej 6D
601195	Hjelmagervænget 6
601196	Hjelmensgade 6
601197	Hjortevænget 6
601198	Hjortshøj Stationsvej 6
601199	Hjortshøjparken 6
601200	Hjortshøjvangen 6
601201	Hjortshøjvej 6
601202	Hjulbjergvej 6
601203	Hjulby Hegn 6
601204	Hjulgårdsvej 6
601205	Hoffmannsvej 6
601206	Hoffmannsvej 6A
601207	Holbergsgade 6
601208	Holger Drachmanns Vej 6
601209	Holken 6
601210	Holme Møllevej 6
601211	Holme Parkvej 6
601212	Holmegårdsvej 6
601213	Holmehøj 6
601214	Holmesvinget 6
601215	Holmetoften 6
601216	Holmevangen 6
601217	Holmstrupgårdvej 6A
601218	Holmstrupgårdvej 6B
601219	Holmskovtoften 6
601220	Holmstruphøjvej 6
601221	Hornsbjergvej 6
601222	Horsensgade 6
601223	Horsevænget 6
601224	Hortensiavej 6
601225	Hostrupsvej 6
601226	Hougårdsvej 6
601227	Hovedvejen 6
601228	Hovmarken 6
601229	Hulvej 6
601230	Humlehaven, Haveforening 6
601231	Humlevej 6
601232	Hunderosevej 6
601233	Hvedebjergvej 6
601234	Hvedemarken 6
601235	Hvedemarksvej 6
601236	Hvedevangen 6
601237	Hveensgade 6
601238	Hveensgade 6A
601239	Hvenevej 6
601240	Hvidbjergvej 6
601241	Hvidkløvervej 6
601242	Hvilstedvej 6
601243	Hybenhaven 6
601244	Hybenrosevej 6
601245	Hybenvænget 6
601246	Hyldegårdsvej 6
601247	Hyldehaven 6
601248	Hyldevej 6
601249	Hyldevænget 6
601250	Hægvej 6
601251	Høeg Hagens Vej 6
601252	Høegh-Guldbergs Gade 6
601253	Høegh-Guldbergs Gade 6A
601254	Høegh-Guldbergs Gade 6B
601255	Høgemosevej 6
601256	Høgemosevej 6A
601257	Høgemosevænget 6A
601258	Høgemosevænget 6B
601259	Høgevænget 6
601260	Høiriisgårdsvej 6
601261	Højager 6
601262	Højagerparken 6
601263	Højagervej 6A
601264	Højagervej 6B
601265	Højagervej 6C
601266	Højagervej 6D
601267	Højbjergparken 6
601268	Højbovej 6
601269	Højbyvej 6
601270	Højdevej 6
601271	Højen 6
601272	Højgårdsparken 6
601273	Højgårdsvej 6
601274	Højgårdsvej 6A
601275	Højkolvej 6
601276	Højlundsparken 6
601277	Højlundvej 6
601278	Højlyngen 6
601279	Højmarkvej 6
601280	Højrisvej 6
601281	Højtoftevej 6
601282	Højvangsvej 6
601283	Højvænget 6
601284	Hømosevej 6
601285	Hørmarks Alle 6
601286	Hørret Byvej 6
601287	Hørretvej 6
601288	Hørstykkevej 6
601289	Hørvej 6
601290	Høstvej 6
601291	Høvej 6
601292	Høvænget 6
601293	Håruptoften 6
601294	Ibisvej 6
601295	Ildervej 6
601296	Illerupvej 6
601297	Industrivej 6
601298	Ingerslevs Boulevard 6
601299	Ingerslevvej 6
601300	Ingerslevvænget 6
601301	Irisvej 6
601302	Islandsgade 6
601303	Ivar Huitfeldts Gade 6
601304	J.F.Willumsens Vej 6
601305	J.H.Wessels Vej 6
601306	J.L.Heibergs Vej 6
601307	J.Michaelsens Gade 6
601308	J.Skjoldborgs Vej 6
601309	Jens Søndergaards Vej 6
601310	Jacob Knudsens Vej 6
601311	Jadevej 6
601312	Jacob Adelborgs Alle 6
601313	Janus La Cours Gade 6
601314	Jarlsmindevej 6
601315	Jegstrupvej 6
601316	Jelshøjvænget 6
601317	Jens Baggesens Vej 6
601318	Jens Ibsens Vej 6
601319	Jens Juuls Vej 6
601320	Jeppe Aakjærs Vej 6
601321	Jernaldervænget 6
601322	Joh.Baunes Plads 6
601323	Johan Langes Vej 6
601324	Johann Gutenbergs Vej 6
601325	Johannes Ewalds Vej 6
601326	Johannes Grosens Vej 6
601327	Jordbrovej 6
601328	Jordbærvej 6
601329	Julius Bechgaards Vej 6
601330	Julivej 6
601331	Julsøvej 6A
601332	Julsøvej 6B
601333	Junivej 6
601334	Junovej 6
601335	Jupitervej 6
601336	Jyllands Alle 6
601337	Jægergårdsgade 6
601338	Jættehøjen 6
601339	Jævndøgnsvej 6
601340	Jønhøjvej 6
601341	Jørgen Brønlunds Vej 6
601342	Jørgen Mejers Vej 6
601343	Kaj Munks Vej 6
601344	Kalendervej 6
601345	Kalkjærvej 6
601346	Kalmargade 6
601347	Kaløgade 6
601348	Kamma Rahbeks Vej 6
601349	Kanehaven 6
601350	Kankbøllevej 6
601351	Kannevej 6
601352	Kantorparken 6
601353	Kantorvænget 6
601354	Kaprifolievej 6
601355	Kappelvænget 6
601356	Karensmindevej 6
601357	Karensvej 6
601358	Karl Verners Vej 6
601359	Karlslundvej 6
601360	Karsevej 6
601361	Karupvej 6
601362	Kastanie Alle 6
601363	Kastaniebakken 6
601364	Kastaniegade 6
601365	Kastanievej 6
601366	Kastanievænget 6
601367	Kastanjehaven 6
601368	Kasted Byvej 6
601369	Kasted Byvej 6A
601370	Kasted Byvej 6B
601371	Kasted Byvej 6C
601372	Kasted Tværvej 6
601373	Kastedvej 6
601374	Kastorvej 6
601375	Kastrup Skovvej 6
601376	Katholmvej 6
601377	Katterhøjvej 6
601378	Kettinggårdsvej 6
601379	Ketting Parkvej 6
601380	Kildeagertoften 6
601381	Kildegården 6
601382	Kildegårdsvej 6
601383	Kildehaven 6
601384	Kildehøjen 6
601385	Kildevangs Alle 6
601386	Kildevældet 6
601387	Kileparken 6
601388	Kirkeager 6
601389	Kirkeholtvej 6
601390	Kirkely 6
601391	Kirkely 6A
601392	Kirketoften 6E
601393	Kirketoften 6A
601394	Kirketoften 6D
601395	Kirketoften 6F
601396	Kirketoften 6B
601397	Kirketoften 6C
601398	Kirketoften 6G
601399	Kirketoften 6H
601400	Kirketorvet 6
601401	Kirkevangen, Haveforening 6
601402	Kirkevej 6
601403	Kirkevænget 6
601404	Kirsebærhaven 6
601405	Kirsebærvej 6
601406	Kjeldsbjergvej 6
601407	Kjærslund 6
601408	Klamsagervej 6
601409	Klemivej 6
601410	Klintevej 6
601411	Klirevej 6
601412	Klitrosevej 6
601413	Klokbakken 6
601414	Klokbakken 6A
601415	Klokhøjen 6
601416	Klokkemarksvej 6
601417	Klokkerbakken 6
601418	Klokkerfaldet 6
601419	Klokkeskovvej 6
601420	Klostergade 6
601421	Klostergade 6B
601422	Klosterport 6
601423	Klostertorvet 6
601424	Klydevej 6
601425	Kløvervangen 6
601426	Kløvervej 6
601427	Knud Rasmussens Vej 6
601428	Knudrisgade 6A
601429	Knudrisgade 6B
601430	Knudrisgade 6C
601431	Koglestien 6
601432	Koldkærvej 6
601433	Kolt Kirkevej 6
601434	Kolt Østervej 6
601435	Kongsgårdsvej 6
601436	Kongsvang Alle 6
601437	Konkylievej 6
601438	Koppelsvej 6
601439	Koralvej 6
601440	Kornbakken 6
601441	Kornblomstvej 6
601442	Kornelvej 6
601443	Kornmodsbakken 6
601444	Korsagervej 6
601445	Korshøjen 6
601446	Korsvej 6
601447	Krabbesholms Alle 6
601448	Krajbjergvej 6G
601449	Krajbjergvej 6
601450	Krajbjergvej 6E
601451	Krajbjergvej 6F
601452	Krajbjergvej 6H
601453	Krathusvej 6
601454	Kratleddet 6
601455	Krekærlunds Alle 6
601456	Kresten Kolds Vej 6
601457	Kresten Kolds Vej 6A
601458	Kretavej 6
601459	Kridthøjvej 6
601460	Kringelled 6
601461	Kringelvej 6A
601462	Kringelvej 6B
601463	Kristtornvej 6A
601464	Kristtornvej 6B
601465	Krogagre 6
601466	Kroghsgade 6
601467	Krokusvej 6
601468	Kronborgvej 6
601469	Kronhjortevej 6
601470	Krusemyntevej 6
601471	Krusåvej 6
601472	Krægevej 6
601473	Kræsten Iversens Vej 6
601474	Kunnerupvej 6
601475	Kuwaitvej 6
601476	Kunneruphøj 6
601477	Kvanvej 6
601478	Kunnerupvangen 6
601479	Kvædevej 6
601480	Kystpromenaden 6
601481	Kyøvænget 6
601482	Kærbyvej 6
601483	Kærgårdsparken 6
601484	Kærgårdsvej 6
601485	Kærlodden 6
601486	Kærlundvej 6
601487	Kærløkken 6
601488	Kærmindevej 6
601489	Kærsvinget 6
601490	Kæruldbakken 6
601491	Kærvej 6
601492	Kærvænget 6
601493	Kølsmosevej 6
601494	Kådhøjvej 6
601495	L.P.Bechs Vej 6
601496	Labing Landevej 6
601497	Labing Møllevej 6
601498	Labing Møllevej 6A
601499	Labingvej 6
601500	Labyrinten 6
601501	Ladbyvej 6
601502	Ladefogedvej 6
601503	Ladegårdsbakken 6
601504	Landlyst 6
601505	Langagervej 6
601506	Langballevænget 6
601507	Langdalsvej 6
601508	Langdalsvej 6A
601509	Langelandsgade 6
601510	Langeløkke 6
601511	Langenæs Alle 6
601512	Langenæsstien 6A
601513	Langenæsstien 6B
601514	Langenæsstien 6D
601515	Langenæsstien 6C
601516	Langfreddal 6
601517	Langhøjvej 6
601518	Langkærvej 6
601519	Langtoftevej 6
601520	Langvad 6
601521	Langvadsvej 6
601522	Langøvænget 6
601523	Larixvej 6
601524	Lars Kruses Gade 6
601525	Larsmindevej 6
601526	Larsmindevej 6A
601527	Larsmindevej 6B
601528	Laskedalen 6
601529	Latyrusvej 6
601530	Lauge Kochs Vej 6
601531	Lauritshøj 6
601532	Laurvigsgade 6
601533	Lavendelvej 6
601534	Lerbjerg 6
601535	Lerdalen 6
601536	Lergravvænget 6
601537	Lergravvej 6
601538	Lerhus Alle 6
601539	Lethenborgvej 6
601540	Ligustervej 6
601541	Liljevej 6
601542	Lille Todbjerg 6
601543	Lille Torv 6
601544	Lille Torv 6A
601545	Lilleringvej 6
601546	Linde Alle 6
601547	Lindegårdsvej 6
601548	Lindegårdsvej 6A
601549	Lindenborgvej 6
601550	Lindevangsvej 6
601551	Lindevej 6
601552	Lindevænget 6
601553	Lindholmvej 6
601554	Lindhøjvej 6
601555	Lindøvænget 6
601556	Lindå Hede 6
601557	Lindå Møllevej 6
601558	Lisbjergbakken 6A
601559	Lisbjergbakken 6B
601560	Lisbjergbakken 6C
601561	Lisbjergbakken 6D
601562	Lisbjergbakken 6E
601563	Lisbjergbakken 6F
601564	Lisbjergbakken 6G
601565	Lisbjergbakken 6H
601566	Lisbjergbakken 6K
601567	Lindåhøje 6
601568	Lisbjerg Vænge 6
601569	Livøvænget 6
601570	Lobeliavej 6
601571	Lofoten 6
601572	Logistikparken 6
601573	Lokesvej 6
601574	Lollandsgade 6
601575	Lomvievej 6
601576	Lottesvej 6
601577	Louisevej 6
601578	Lucernevej 6
601579	Lucernevej 6A
601580	Lucernevej 6B
601581	Ludvig Feilbergs Vej 6
601582	Ludvig Holbergs Vej 6
601583	Lundbyesgade 6
601584	Lunden Haveforening 6
601585	Lundgårdsvej 6
601586	Lundingsgade 6
601587	Lundshøjgårdsvej 6
601588	Lundshøjvej 6
601589	Lykkensdalsvej 6A
601590	Lykkensdalsvej 6B
601591	Lykkensdalsvej 6C
601592	Lykkenshøj 6
601593	Lykkesholms Alle 6
601594	Lyngbakken 6
601595	Lyngbakkevej 6A
601596	Lyngbakkevej 6B
601597	Lyngbyvej 6
601598	Lyngmarksvej 6
601599	Lyngsiesvej 6
601600	Lyngsvinget 6
601601	Lyngvej 6
601602	Lysengvej 6
601603	Lyshøjen 6
601604	Lystrup Centervej 6
601605	Lystrup Stationsvej 6
601606	Lystruplund 6
601607	Lyøgade 6
601608	Lægårdsvej 6
601609	Lærkebakken 6
601610	Lærkehaven 6
601611	Lærkehøjvej 6
601612	Lærkesvinget 6
601613	Lærkevej 6
601614	Lærkevænget 6
601615	Løjenkærvej 6
601616	Løkkediget 6
601617	Lønstrupvej 6
601618	Løvagervej 6
601619	Løvenholms Alle 6
601620	Løvgangen 6
601621	Løvkærvej 6
601622	Løvstien 6
601623	M.C.Holsts Vej 6
601624	M.C.Holsts Vej 6A
601625	M.P.Hansens Vej 6
601626	Maden 6
601627	Madsbjergparken 6
601628	Magnoliavej 6
601629	Majsmarken 6A
601630	Majsmarken 6B
601631	Majsmarken 6C
601632	Majsmarken 6D
601633	Majsvænget 6
601634	Majvej 6
601635	Malling Kirkevej 6
601636	Mallinggårdsvej 6
601637	Manbjergvej 6
601638	Manbjergvej 6A
601639	Mandalsvej 6
601640	Mandøvænget 6
601641	Marconivej 6
601642	Margretelunden 6
601643	Marie Belows Vej 6
601644	Marie Belows Vej 6A
601645	Mariedalsvej 6
601646	Marienlunds Alle 6
601647	Marienlyst, Haveforening 6
601648	Marklodden 6
601649	Markvangen 6
601650	Markvangen 6A
601651	Marselisborg Alle 6A
601652	Marselisborg Alle 6B
601653	Marselisvej 6
601654	Marslevvej 6
601655	Marstrandsgade 6
601656	Martin Vahls Vej 6
601657	Martsvej 6
601658	Marøgelhøj 6
601659	Max Müllers Gade 6
601660	Mejerivej 6
601661	Mejlby Toften 6
601662	Mejlbyparken 6
601663	Mejlbyvej 6
601664	Mejlvej 6
601665	Mejløvænget 6
601666	Mellemtoften 6
601667	Melosvej 6
601668	Merianvej 6
601669	Merkurvej 6
601670	Michael Anchers Vej 6
601671	Midsommervej 6
601672	Midvintervej 6
601673	Miltonsvej 6
601674	Mindegade 6
601675	Mindegade 6C
601676	Mindegade 6D
601677	Mindegade 6E
601678	Mindegade 6B
601679	Mindegade 6F
601680	Mindet 6
601681	Minthøjvej 6
601682	Mirabellevej 6
601683	Miravej 6
601684	Mjølnersvej 6
601685	Moesgård Alle 6
601686	Moesgårdvej 6
601687	Molsgade 6
601688	Moltkesvej 6
601689	Mondrupsvej 6
601690	Monradsvej 6
601691	Montanagade 6
601692	Montanagade 6A
601693	Morbærvej 6
601694	Morbærvænget 6
601695	Morelvænget 6
601696	Morgenfruevej 6
601697	Morten Børups Gade 6
601698	Morvads Alle 6
601699	Mosedraget 6
601700	Moselodden 6
601701	Moselund, Haveforening 6
601702	Moselunden 6
601703	Mosegårdsparken 6
601704	Moseparken 6A
601705	Moseparken 6B
601706	Mosevangen 6
601707	Mosevang, Haveforening 6
601708	Mosevej 6
601709	Mosevænget 6
601710	Mosrosevej 6
601711	Mossøvej 6
601712	Motalagade 6
601713	Multebærvej 6
601714	Multivej 6C
601715	Multivej 6B
601716	Multivej 6A
601717	Mundelstrupvej 6
601718	Munkebakkevej 6
601719	Munkemosevej 6
601720	Munkeparken 6
